Geneid	AML_PB.bam	CD34_PB.bam
ENSG00000237993	0	0
ENSG00000235933	0	0
ENSG00000186603	96	113
ENSG00000197454	0	1
ENSG00000117643	24	38
ENSG00000233478	1	4
ENSG00000162430	1237	725
ENSG00000173212	6	1
ENSG00000163531	9	12
ENSG00000184144	3	4
ENSG00000143028	1	0
ENSG00000237481	4	2
ENSG00000154429	8855	432
ENSG00000252506	0	0
ENSG00000252051	91	0
ENSG00000230331	0	0
ENSG00000143632	100	874
ENSG00000226920	0	0
ENSG00000279667	21	2
ENSG00000187815	388	221
ENSG00000238287	35	28
ENSG00000227278	1	0
ENSG00000238186	14	11
ENSG00000117010	285	84
ENSG00000286838	0	0
ENSG00000236505	1	1
ENSG00000164002	196	181
ENSG00000229820	4	39
ENSG00000221216	2	25
ENSG00000242125	6241	1294
ENSG00000274266	0	0
ENSG00000200087	106	40
ENSG00000231468	5	41
ENSG00000279443	49	14
ENSG00000180098	1286	575
ENSG00000197989	2223	475
ENSG00000221539	40	19
ENSG00000278274	0	0
ENSG00000273544	0	0
ENSG00000280498	0	0
ENSG00000274582	0	0
ENSG00000120656	1491	538
ENSG00000188060	39	45
ENSG00000229388	15	11
ENSG00000270103	0	0
ENSG00000274978	1	1
ENSG00000240038	1117	816
ENSG00000243480	27	345
ENSG00000117266	2663	176
ENSG00000225522	0	0
ENSG00000170498	1	0
ENSG00000174567	1	23
ENSG00000143850	214	66
ENSG00000231691	1	0
ENSG00000219133	408	3118
ENSG00000280924	5	0
ENSG00000226330	48	2
ENSG00000237848	0	0
ENSG00000158615	21108	3095
ENSG00000133056	5492	99
ENSG00000198625	16000	1632
ENSG00000236779	4	43
ENSG00000200408	3	0
ENSG00000240710	44	4
ENSG00000240219	171	8
ENSG00000228729	0	17
ENSG00000236636	0	8
ENSG00000287525	1	1
ENSG00000143776	23	887
ENSG00000197056	1193	412
ENSG00000233940	0	0
ENSG00000228348	5	38
ENSG00000284640	5	2
ENSG00000116560	57574	10385
ENSG00000201868	2	0
ENSG00000240374	1	0
ENSG00000201542	0	0
ENSG00000203910	4	4
ENSG00000233125	8	6
ENSG00000174842	668	464
ENSG00000122484	1747	1004
ENSG00000242764	0	0
ENSG00000162676	4099	464
ENSG00000223787	0	1
ENSG00000229992	1	1
ENSG00000201317	0	0
ENSG00000225505	1	1
ENSG00000234202	3	0
ENSG00000223896	3	10
ENSG00000067208	1148	151
ENSG00000279111	0	0
ENSG00000187701	0	0
ENSG00000231237	0	1
ENSG00000203757	0	1
ENSG00000180437	0	0
ENSG00000226949	0	0
ENSG00000188340	1	0
ENSG00000229724	0	0
ENSG00000180409	0	0
ENSG00000163563	175	622
ENSG00000196266	0	0
ENSG00000196772	0	0
ENSG00000232908	0	11
ENSG00000230576	1	0
ENSG00000197591	0	6
ENSG00000162722	825	2913
ENSG00000238243	42	495
ENSG00000177275	2	0
ENSG00000226191	0	70
ENSG00000224830	0	8
ENSG00000279263	0	5
ENSG00000132781	360	201
ENSG00000197532	0	0
ENSG00000234512	0	0
ENSG00000235907	0	0
ENSG00000121903	195	41
ENSG00000198104	0	0
ENSG00000177233	0	0
ENSG00000162727	0	0
ENSG00000198601	0	0
ENSG00000239428	0	0
ENSG00000234333	0	0
ENSG00000117523	25254	5467
ENSG00000283683	4	4
ENSG00000034971	2	0
ENSG00000233542	8	0
ENSG00000187730	104	4
ENSG00000226969	0	18
ENSG00000142609	2	5
ENSG00000270620	0	0
ENSG00000116809	2769	1798
ENSG00000234607	1	0
ENSG00000231353	0	0
ENSG00000275503	0	0
ENSG00000224966	0	0
ENSG00000183888	0	1
ENSG00000233078	0	0
ENSG00000173641	79	0
ENSG00000186510	185	4
ENSG00000232456	0	0
ENSG00000185519	0	3
ENSG00000184908	13	11
ENSG00000116785	0	21
ENSG00000244414	1	77
ENSG00000285986	0	0
ENSG00000134365	0	0
ENSG00000177462	12	182
ENSG00000278480	2	0
ENSG00000233485	0	0
ENSG00000236045	0	0
ENSG00000228140	8	20
ENSG00000142634	9381	3554
ENSG00000162438	60	3
ENSG00000142621	8	4
ENSG00000235749	0	20
ENSG00000169214	0	1
ENSG00000239395	0	0
ENSG00000241128	0	7
ENSG00000153230	0	9
ENSG00000228336	0	4
ENSG00000173285	0	0
ENSG00000177201	4	40
ENSG00000177212	9	71
ENSG00000160062	454	214
ENSG00000176261	884	519
ENSG00000177535	46	21
ENSG00000242769	1	0
ENSG00000213281	6553	2158
ENSG00000009307	57581	13956
ENSG00000201900	53	2
ENSG00000052723	2629	1180
ENSG00000180433	0	0
ENSG00000182783	0	0
ENSG00000223972	55	351
ENSG00000227232	4559	931
ENSG00000278267	115	4
ENSG00000243485	144	46
ENSG00000284332	0	0
ENSG00000237613	0	0
ENSG00000268020	0	0
ENSG00000240361	0	0
ENSG00000186092	1	0
ENSG00000238009	45	47
ENSG00000239945	0	0
ENSG00000233750	158	13
ENSG00000268903	833	88
ENSG00000269981	476	19
ENSG00000239906	29	5
ENSG00000241860	1762	107
ENSG00000222623	5	1
ENSG00000241599	6	6
ENSG00000188558	0	3
ENSG00000077522	0	11
ENSG00000196240	0	0
ENSG00000197437	0	0
ENSG00000221888	0	1
ENSG00000228198	0	0
ENSG00000184022	0	0
ENSG00000197403	0	0
ENSG00000279301	0	0
ENSG00000198967	79	10
ENSG00000163554	1771	210
ENSG00000198965	0	0
ENSG00000229051	0	0
ENSG00000050628	5	17
ENSG00000235782	1	0
ENSG00000269933	0	0
ENSG00000235079	6	1
ENSG00000132485	5948	6805
ENSG00000207721	59	8
ENSG00000229956	76	53
ENSG00000226324	0	0
ENSG00000231985	0	0
ENSG00000271618	0	0
ENSG00000143379	4697	709
ENSG00000143418	6229	2016
ENSG00000259357	0	0
ENSG00000231073	78	3
ENSG00000143412	410	20
ENSG00000143363	885	634
ENSG00000200759	2	0
ENSG00000163141	16	6
ENSG00000143443	41	99
ENSG00000197622	14987	843
ENSG00000213190	391	654
ENSG00000143409	1007	509
ENSG00000162783	16058	2550
ENSG00000153029	3986	728
ENSG00000160785	2002	648
ENSG00000091483	2150	992
ENSG00000117009	151	17
ENSG00000054277	1352	228
ENSG00000203668	7732	492
ENSG00000287513	18	9
ENSG00000054523	1637	589
ENSG00000284740	70	47
ENSG00000197785	2341	1449
ENSG00000205090	14	3
ENSG00000160075	6537	3853
ENSG00000215014	296	94
ENSG00000197530	4019	1265
ENSG00000116128	219	234
ENSG00000229022	90	139
ENSG00000174371	425	183
ENSG00000235990	3	0
ENSG00000196289	0	0
ENSG00000213026	19	107
ENSG00000197769	3	0
ENSG00000224625	1	2
ENSG00000277099	0	0
ENSG00000162843	19	5
ENSG00000288723	1	0
ENSG00000264720	0	3
ENSG00000248458	0	1
ENSG00000152760	255	1544
ENSG00000152763	36	74
ENSG00000231080	0	0
ENSG00000118473	18	221
ENSG00000286174	0	0
ENSG00000229400	0	0
ENSG00000225334	0	0
ENSG00000286719	0	0
ENSG00000143815	7736	3389
ENSG00000234476	1	3
ENSG00000282418	1	0
ENSG00000185842	23	347
ENSG00000222046	21	18
ENSG00000143479	1823	499
ENSG00000120337	0	0
ENSG00000162368	10658	3614
ENSG00000212916	1137	115
ENSG00000162624	1	0
ENSG00000117600	1	0
ENSG00000076864	118	6
ENSG00000116981	8	2
ENSG00000119283	7	0
ENSG00000116191	2004	384
ENSG00000254685	283	342
ENSG00000177144	3080	2917
ENSG00000162398	0	1
ENSG00000132196	673	1001
ENSG00000163125	5100	1412
ENSG00000271383	88	86
ENSG00000205116	5	8
ENSG00000117481	1415	1256
ENSG00000196944	0	0
ENSG00000172410	0	0
ENSG00000116996	0	0
ENSG00000196418	701	464
ENSG00000186440	0	0
ENSG00000232237	2	1
ENSG00000196427	0	10
ENSG00000263513	729	89
ENSG00000143393	6865	2760
ENSG00000197241	1	4
ENSG00000196171	1	0
ENSG00000187170	0	0
ENSG00000160789	390	6774
ENSG00000127603	34904	5570
ENSG00000226029	84	5
ENSG00000080947	443	253
ENSG00000206652	114	60
ENSG00000261135	18	17
ENSG00000285853	0	0
ENSG00000224174	0	0
ENSG00000233421	2	14
ENSG00000277344	0	0
ENSG00000225710	15	5
ENSG00000219481	2878	2209
ENSG00000271732	4	1
ENSG00000215908	3314	1997
ENSG00000283773	0	0
ENSG00000186301	506	50
ENSG00000282143	42	25
ENSG00000207513	110	56
ENSG00000169717	0	0
ENSG00000177133	0	98
ENSG00000283572	0	0
ENSG00000226286	0	0
ENSG00000279839	0	32
ENSG00000231978	1	1
ENSG00000187942	318	108
ENSG00000142798	1354	806
ENSG00000232037	136	1432
ENSG00000283234	0	0
ENSG00000219073	2	1
ENSG00000285959	0	0
ENSG00000273610	0	0
ENSG00000201919	0	0
ENSG00000142789	1	0
ENSG00000278124	0	0
ENSG00000201273	0	0
ENSG00000228397	23	8
ENSG00000218510	443	45
ENSG00000070831	40099	2569
ENSG00000285752	79	10
ENSG00000285794	0	0
ENSG00000230068	4	25
ENSG00000271428	5	0
ENSG00000162552	14	2
ENSG00000285873	0	0
ENSG00000266564	0	0
ENSG00000285417	60	1048
ENSG00000263961	112	538
ENSG00000252692	1	0
ENSG00000198049	4	55
ENSG00000226780	0	18
ENSG00000287432	1	0
ENSG00000225483	21	1
ENSG00000236889	0	0
ENSG00000196550	869	105
ENSG00000266028	9887	775
ENSG00000229509	35	51
ENSG00000263528	1273	1102
ENSG00000278465	0	0
ENSG00000162888	32	15
ENSG00000261000	1	5
ENSG00000266094	8706	2240
ENSG00000234981	214	475
ENSG00000279946	2	2
ENSG00000143486	3525	1538
ENSG00000280114	12	21
ENSG00000236698	531	475
ENSG00000268869	5	23
ENSG00000279151	0	0
ENSG00000282740	56	20
ENSG00000058453	2632	1341
ENSG00000227684	0	5
ENSG00000207389	13	64
ENSG00000186715	193	47
ENSG00000228549	2	21
ENSG00000143494	119	23
ENSG00000215883	761	245
ENSG00000227152	0	0
ENSG00000158816	1	4
ENSG00000162650	1027	371
ENSG00000120334	868	168
ENSG00000162714	4828	2148
ENSG00000179639	264	2869
ENSG00000152061	5552	1387
ENSG00000116748	1	0
ENSG00000177414	0	0
ENSG00000286015	0	0
ENSG00000143147	26	68
ENSG00000121904	1	4
ENSG00000134256	102	25
ENSG00000143772	7285	545
ENSG00000049246	1506	238
ENSG00000197084	0	0
ENSG00000273213	575	914
ENSG00000184599	15	0
ENSG00000187800	24	821
ENSG00000135838	157	234
ENSG00000180198	4404	348
ENSG00000159527	0	2
ENSG00000122483	1806	534
ENSG00000263956	4091	2404
ENSG00000203963	0	1
ENSG00000117501	0	0
ENSG00000143851	8790	5635
ENSG00000196805	0	0
ENSG00000266338	3275	1644
ENSG00000116922	677	200
ENSG00000179546	0	0
ENSG00000183586	1	6
ENSG00000143536	0	1
ENSG00000186207	0	0
ENSG00000169509	0	0
ENSG00000185966	0	0
ENSG00000163202	0	0
ENSG00000244057	0	0
ENSG00000232862	6	6
ENSG00000092850	32	62
ENSG00000116863	1334	450
ENSG00000171812	161	23
ENSG00000054116	2865	770
ENSG00000116871	11354	2909
ENSG00000264592	0	0
ENSG00000231849	0	0
ENSG00000160094	3019	1094
ENSG00000270115	30	2
ENSG00000184389	6	4
ENSG00000225313	230	48
ENSG00000134686	3553	2697
ENSG00000284154	7	0
ENSG00000222112	18	12
ENSG00000233246	1	2
ENSG00000215790	1759	665
ENSG00000196242	1	199
ENSG00000075151	5880	2340
ENSG00000263841	0	0
ENSG00000238279	8	14
ENSG00000197956	6177	2441
ENSG00000196420	8	1
ENSG00000196154	20734	4389
ENSG00000188015	8	0
ENSG00000196754	18	2
ENSG00000285867	5	3
ENSG00000188643	17	28
ENSG00000189334	0	0
ENSG00000189171	320	46
ENSG00000271853	28	0
ENSG00000160678	320	11
ENSG00000272030	73	9
ENSG00000160679	3153	1796
ENSG00000143553	1433	1113
ENSG00000214193	1414	373
ENSG00000286379	92	21
ENSG00000196182	3693	1951
ENSG00000181817	1103	684
ENSG00000222821	1	0
ENSG00000116885	56	92
ENSG00000201448	0	0
ENSG00000116898	2337	787
ENSG00000119535	18274	14637
ENSG00000142694	0	0
ENSG00000284452	0	0
ENSG00000228643	23	1
ENSG00000143727	6674	3650
ENSG00000115705	0	0
ENSG00000228613	0	2
ENSG00000235779	15	2
ENSG00000189292	13	11
ENSG00000227713	0	0
ENSG00000227364	0	0
ENSG00000280360	33	0
ENSG00000286905	27	20
ENSG00000237370	2	0
ENSG00000171853	2669	846
ENSG00000182551	2985	1540
ENSG00000233684	1	0
ENSG00000236106	3	0
ENSG00000231482	0	0
ENSG00000130508	8	420
ENSG00000228391	0	0
ENSG00000237401	0	0
ENSG00000230515	0	0
ENSG00000234929	4	0
ENSG00000234423	2	0
ENSG00000235688	0	0
ENSG00000233296	117	4
ENSG00000225942	0	0
ENSG00000231173	0	0
ENSG00000115738	6248	14528
ENSG00000232979	1	0
ENSG00000236172	0	1
ENSG00000240980	0	0
ENSG00000225234	110	48
ENSG00000203635	0	0
ENSG00000287583	9	6
ENSG00000235403	0	0
ENSG00000228799	0	0
ENSG00000233633	0	1
ENSG00000283766	0	0
ENSG00000151360	0	0
ENSG00000227007	0	0
ENSG00000172554	0	3
ENSG00000223884	77	15
ENSG00000224128	0	0
ENSG00000224661	0	0
ENSG00000227061	1	0
ENSG00000285591	3	0
ENSG00000188765	91	2362
ENSG00000228585	0	0
ENSG00000223640	2	0
ENSG00000118004	5	1
ENSG00000234818	5	0
ENSG00000226277	0	0
ENSG00000236790	94	26
ENSG00000234796	0	0
ENSG00000272002	9	8
ENSG00000235665	2	0
ENSG00000271952	9	0
ENSG00000235078	27	22
ENSG00000171865	1963	385
ENSG00000134330	2213	660
ENSG00000234171	310	120
ENSG00000287126	116	51
ENSG00000236856	0	0
ENSG00000223536	0	0
ENSG00000287119	1	0
ENSG00000272342	0	0
ENSG00000226506	0	2
ENSG00000237720	1	0
ENSG00000223985	0	0
ENSG00000235576	6	1
ENSG00000233970	0	0
ENSG00000232718	1	1
ENSG00000151694	2703	1236
ENSG00000271868	8	3
ENSG00000227047	0	0
ENSG00000151353	1209	449
ENSG00000223734	2	1
ENSG00000236760	0	0
ENSG00000171863	52561	3856
ENSG00000229405	0	0
ENSG00000271855	34	16
ENSG00000151379	1	0
ENSG00000236008	50	19
ENSG00000163029	2599	692
ENSG00000224885	2	0
ENSG00000237667	0	0
ENSG00000035115	1817	572
ENSG00000232044	15	1
ENSG00000286851	0	0
ENSG00000286857	0	0
ENSG00000231532	0	0
ENSG00000232835	0	0
ENSG00000231948	6	0
ENSG00000162981	0	2
ENSG00000232451	0	0
ENSG00000230090	0	0
ENSG00000229740	1	0
ENSG00000231083	0	0
ENSG00000271991	6	55
ENSG00000235092	165	16
ENSG00000227718	0	0
ENSG00000145835	0	9
ENSG00000243819	18	37
ENSG00000151693	687	127
ENSG00000230044	0	0
ENSG00000229550	0	0
ENSG00000223751	1	0
ENSG00000232056	0	0
ENSG00000231204	0	0
ENSG00000231610	1	0
ENSG00000287881	1	4
ENSG00000232642	5	0
ENSG00000244260	8	0
ENSG00000227210	5	6
ENSG00000242282	4	0
ENSG00000229370	0	0
ENSG00000134308	17922	11733
ENSG00000169006	0	0
ENSG00000228784	490	275
ENSG00000261012	0	0
ENSG00000234378	0	0
ENSG00000084674	1	0
ENSG00000271315	0	0
ENSG00000242136	0	0
ENSG00000239300	50	21
ENSG00000233416	6	0
ENSG00000224604	1	0
ENSG00000119771	26	3
ENSG00000223530	0	0
ENSG00000084754	10655	5144
ENSG00000229951	125	14
ENSG00000225642	2	81
ENSG00000236436	0	0
ENSG00000214866	2	0
ENSG00000233747	6	470
ENSG00000233005	0	0
ENSG00000237266	0	0
ENSG00000228496	4	2
ENSG00000213774	1	76
ENSG00000225378	0	0
ENSG00000223850	0	0
ENSG00000287291	0	0
ENSG00000236289	2	1
ENSG00000176887	2	1
ENSG00000163794	110	92
ENSG00000171303	0	4
ENSG00000084764	108	153
ENSG00000231821	11	122
ENSG00000277893	7	0
ENSG00000287849	0	1
ENSG00000223634	0	0
ENSG00000236162	0	0
ENSG00000236665	0	0
ENSG00000143797	361	1131
ENSG00000143867	0	2
ENSG00000286415	1	0
ENSG00000228505	0	0
ENSG00000270654	0	0
ENSG00000230448	0	0
ENSG00000163026	149	86
ENSG00000183891	1076	1064
ENSG00000157851	1	0
ENSG00000224361	0	0
ENSG00000235537	0	0
ENSG00000233714	0	0
ENSG00000226041	0	0
ENSG00000134323	153	4917
ENSG00000115204	2331	1921
ENSG00000213772	41	1566
ENSG00000225649	0	0
ENSG00000084710	83	38
ENSG00000235911	0	0
ENSG00000196208	54	9
ENSG00000223647	2	0
ENSG00000230730	8	5
ENSG00000234597	0	0
ENSG00000213729	1	0
ENSG00000229621	0	0
ENSG00000240960	0	0
ENSG00000259080	1	0
ENSG00000178295	1405	183
ENSG00000270846	4	10
ENSG00000224626	0	1
ENSG00000230737	0	0
ENSG00000163032	8	0
ENSG00000237326	0	0
ENSG00000185013	14	3
ENSG00000276411	0	0
ENSG00000225402	5	144
ENSG00000235127	0	0
ENSG00000228563	0	0
ENSG00000261104	0	0
ENSG00000234275	0	0
ENSG00000226649	0	0
ENSG00000261117	0	1
ENSG00000238111	1	7
ENSG00000138050	1211	848
ENSG00000260331	36	0
ENSG00000115194	1	5
ENSG00000115761	1128	1006
ENSG00000237670	0	0
ENSG00000278908	1	0
ENSG00000186453	4	1
ENSG00000238038	0	0
ENSG00000235497	0	0
ENSG00000115129	813	765
ENSG00000230886	0	0
ENSG00000233553	0	0
ENSG00000173567	124	76
ENSG00000228262	2	52
ENSG00000179270	0	0
ENSG00000242540	0	0
ENSG00000270422	0	0
ENSG00000279526	0	0
ENSG00000230286	0	0
ENSG00000204993	2	1
ENSG00000234579	0	0
ENSG00000205500	3	3
ENSG00000285984	1	0
ENSG00000272056	9	2
ENSG00000138085	3882	3024
ENSG00000280276	0	0
ENSG00000197644	0	0
ENSG00000138061	5	105
ENSG00000152154	77	34
ENSG00000118961	496	594
ENSG00000279544	6	9
ENSG00000276334	79	48
ENSG00000287284	2	4
ENSG00000132031	3	0
ENSG00000280390	0	0
ENSG00000224184	8	28
ENSG00000118960	1338	308
ENSG00000205221	2	0
ENSG00000119778	2134	1126
ENSG00000285354	0	181
ENSG00000235064	14	36
ENSG00000205334	0	0
ENSG00000233862	14	8
ENSG00000143994	74	169
ENSG00000225024	2	17
ENSG00000226398	0	0
ENSG00000068784	1065	818
ENSG00000018699	1052	747
ENSG00000231336	0	0
ENSG00000213403	0	1
ENSG00000162949	0	5
ENSG00000214691	0	0
ENSG00000049323	52	254
ENSG00000277997	0	0
ENSG00000214711	82	111
ENSG00000215263	0	0
ENSG00000282828	0	0
ENSG00000233335	0	0
ENSG00000213639	5453	5604
ENSG00000273233	0	0
ENSG00000233128	0	0
ENSG00000095002	2286	2028
ENSG00000143869	81	17
ENSG00000272275	5	0
ENSG00000158125	3	2
ENSG00000276087	0	0
ENSG00000187999	32	365
ENSG00000119760	3597	2379
ENSG00000177994	1	2
ENSG00000163793	2	1
ENSG00000271629	0	0
ENSG00000273063	3	4
ENSG00000223360	0	0
ENSG00000233083	0	0
ENSG00000171132	3323	223
ENSG00000224400	0	10
ENSG00000270528	12	17
ENSG00000285754	0	0
ENSG00000138039	1	0
ENSG00000272148	17	14
ENSG00000272027	0	0
ENSG00000227361	17	20
ENSG00000233587	0	0
ENSG00000138018	2550	621
ENSG00000011566	1314	645
ENSG00000232518	3	0
ENSG00000138028	2	611
ENSG00000228474	4432	1538
ENSG00000075426	37515	3044
ENSG00000287313	1	1
ENSG00000237790	0	0
ENSG00000236204	89	34
ENSG00000237803	13	26
ENSG00000138030	169	164
ENSG00000229122	19	4
ENSG00000242735	0	0
ENSG00000238018	232	21
ENSG00000138080	5821	775
ENSG00000229160	0	0
ENSG00000214843	0	0
ENSG00000286519	1	0
ENSG00000084774	4868	1148
ENSG00000232604	0	0
ENSG00000272754	0	8
ENSG00000227394	9	3
ENSG00000225943	0	0
ENSG00000171126	0	0
ENSG00000227292	0	0
ENSG00000226523	0	0
ENSG00000230702	4	5
ENSG00000235848	1	0
ENSG00000214657	4	8
ENSG00000115808	3210	611
ENSG00000115163	147	11
ENSG00000286829	4	1
ENSG00000179833	36290	2759
ENSG00000236824	51	79
ENSG00000163798	1314	1210
ENSG00000242412	1	0
ENSG00000233953	71	0
ENSG00000286796	10	23
ENSG00000288553	0	0
ENSG00000235968	0	0
ENSG00000226491	35	15
ENSG00000232693	2	7
ENSG00000244310	0	0
ENSG00000232444	0	16
ENSG00000230749	68	117
ENSG00000115380	215	0
ENSG00000170820	0	0
ENSG00000236913	17	14
ENSG00000013016	1165	673
ENSG00000279956	1	1
ENSG00000242628	19	7
ENSG00000273398	0	1
ENSG00000115421	1125	738
ENSG00000237179	0	0
ENSG00000276517	315	125
ENSG00000224464	8	25
ENSG00000229831	0	3
ENSG00000271657	0	0
ENSG00000273275	0	0
ENSG00000272606	3	9
ENSG00000228481	2	0
ENSG00000237217	0	0
ENSG00000119844	5058	2739
ENSG00000231334	0	0
ENSG00000226488	0	0
ENSG00000231826	4	8
ENSG00000230355	11	7
ENSG00000232668	0	0
ENSG00000231815	0	0
ENSG00000186143	1	0
ENSG00000271443	0	1
ENSG00000226756	21	48
ENSG00000143942	92	50
ENSG00000115310	11256	4298
ENSG00000269976	3	1
ENSG00000273035	2	26
ENSG00000259439	0	0
ENSG00000227770	12	218
ENSG00000235009	0	0
ENSG00000138029	4670	3985
ENSG00000171055	2043	256
ENSG00000239649	4	7
ENSG00000213620	0	0
ENSG00000223951	1	9
ENSG00000286480	3	1
ENSG00000226764	0	0
ENSG00000162881	283	144
ENSG00000285577	0	2
ENSG00000270447	0	0
ENSG00000172974	2404	1523
ENSG00000232526	0	0
ENSG00000138079	5	22
ENSG00000270640	68	146
ENSG00000226833	37	287
ENSG00000232164	0	2
ENSG00000223897	0	0
ENSG00000231386	1	1
ENSG00000272702	0	3
ENSG00000196975	1495	1641
ENSG00000226087	1	0
ENSG00000233978	0	1
ENSG00000198522	1756	1072
ENSG00000233718	12	87
ENSG00000119203	2959	1249
ENSG00000162882	1021	302
ENSG00000273090	2	0
ENSG00000170634	623	342
ENSG00000271955	8	6
ENSG00000234255	0	0
ENSG00000234896	2	0
ENSG00000273006	0	0
ENSG00000228033	0	0
ENSG00000237979	2	0
ENSG00000205054	0	3
ENSG00000277498	1	1
ENSG00000143951	744	485
ENSG00000228999	0	12
ENSG00000162928	3624	843
ENSG00000115944	7000	1466
ENSG00000288065	50	7
ENSG00000170264	295	317
ENSG00000228034	131	480
ENSG00000287387	78	27
ENSG00000233702	0	0
ENSG00000226548	1	0
ENSG00000233426	2329	1319
ENSG00000233845	16	6
ENSG00000116039	1	0
ENSG00000144040	2033	556
ENSG00000286604	0	0
ENSG00000075292	8247	3202
ENSG00000219626	1200	1008
ENSG00000232973	4	6
ENSG00000232202	29	46
ENSG00000282998	0	1
ENSG00000272180	0	0
ENSG00000223522	1220	124
ENSG00000119787	2796	788
ENSG00000227791	10	13
ENSG00000285611	3	0
ENSG00000235997	0	0
ENSG00000116005	3197	569
ENSG00000151779	2064	766
ENSG00000223754	0	0
ENSG00000222005	4	13
ENSG00000275052	5430	3563
ENSG00000236348	7	130
ENSG00000231712	0	1
ENSG00000115902	6315	1252
ENSG00000068912	2165	1240
ENSG00000280257	0	0
ENSG00000226247	4	7
ENSG00000204792	2	0
ENSG00000231367	0	0
ENSG00000284932	3	3
ENSG00000115464	7428	1120
ENSG00000116035	0	0
ENSG00000236989	0	0
ENSG00000233829	3	0
ENSG00000287172	0	0
ENSG00000270996	0	13
ENSG00000237162	2	4
ENSG00000226186	1	2
ENSG00000228590	105	37
ENSG00000143971	1161	885
ENSG00000227088	0	1
ENSG00000225815	0	0
ENSG00000152518	64143	76240
ENSG00000214595	59	143
ENSG00000233971	8	232
ENSG00000287468	0	0
ENSG00000226700	0	0
ENSG00000223739	1	0
ENSG00000232403	4	1
ENSG00000271356	3	0
ENSG00000213626	1814	327
ENSG00000228414	8	4
ENSG00000171103	571	488
ENSG00000116031	0	0
ENSG00000243667	130	76
ENSG00000226819	1	14
ENSG00000229503	483	1424
ENSG00000162927	1157	312
ENSG00000235586	1	27
ENSG00000180398	5391	1938
ENSG00000243147	18103	692
ENSG00000230587	24	9
ENSG00000186854	127	20
ENSG00000273196	17	0
